pkid,pbid,layers,variables,constraints,method,ARG,in_constraints_probs,best_solution_probs
0,8,8,6,3,cyclic,44.482299999999995,47.06999999999999,1.47
0,9,8,6,3,cyclic,25.152,32.910000000000004,2.0
0,0,9,6,3,cyclic,13.003224999999999,62.839999999999996,44.47
0,1,9,6,3,cyclic,11.16705,72.3,0.18
0,2,9,6,3,cyclic,13.651942857142858,63.77,7.630000000000001
0,3,9,6,3,cyclic,9.024085714285716,57.989999999999995,0.03
0,4,9,6,3,cyclic,43.44635999999999,54.569999999999986,1.04
0,5,9,6,3,cyclic,7.893294736842108,72.02,0.35000000000000003
0,6,9,6,3,cyclic,9.235511111111116,67.87,37.84
0,7,9,6,3,cyclic,14.691500000000005,40.81999999999999,7.539999999999999
0,8,9,6,3,cyclic,35.04257500000001,55.47,27.97
0,9,9,6,3,cyclic,22.096435294117647,30.5,4.3999999999999995
0,0,10,6,3,cyclic,12.829231249999998,58.96,11.020000000000001
0,1,10,6,3,cyclic,27.984325,27.21,3.19
0,2,10,6,3,cyclic,13.417628571428569,67.38,33.43
0,3,10,6,3,cyclic,7.865361904761907,72.11,21.279999999999998
0,4,10,6,3,cyclic,57.53388000000001,44.940000000000005,17.419999999999998
0,5,10,6,3,cyclic,16.66504736842105,44.080000000000005,15.89
0,6,10,6,3,cyclic,5.511444444444446,84.31,27.6
0,7,10,6,3,cyclic,8.536334782608694,62.1,48.97
0,8,10,6,3,cyclic,23.144037500000003,71.07000000000001,43.68
0,9,10,6,3,cyclic,14.173270588235296,57.78,11.76
0,0,5,6,3,HEA,39.81949375,17.01,6.49
0,1,5,6,3,HEA,39.324150000000024,19.71,6.35
0,2,5,6,3,HEA,44.91232857142857,19.66,6.35
0,3,5,6,3,HEA,29.601057142857126,19.46,7.539999999999999
0,4,5,6,3,HEA,125.15887999999998,17.97,6.0600000000000005
0,5,5,6,3,HEA,32.95544736842106,19.56,6.1899999999999995
0,6,5,6,3,HEA,34.67697777777778,18.04,5.89
0,7,5,6,3,HEA,26.833960869565217,18.86,7.57
0,8,5,6,3,HEA,81.410225,16.6,5.55
0,9,5,6,3,HEA,35.94387647058822,18.5,5.56
0,0,6,6,3,HEA,39.542325,13.34,1.1400000000000001
0,1,6,6,3,HEA,40.31403749999999,14.540000000000001,3.36
0,2,6,6,3,HEA,46.00454285714286,14.509999999999998,3.36
0,3,6,6,3,HEA,30.039395238095235,13.319999999999999,1.13
0,4,6,6,3,HEA,126.20002000000007,13.29,1.13
0,5,6,6,3,HEA,33.895900000000005,14.510000000000002,3.36
0,6,6,6,3,HEA,35.38440000000001,14.549999999999999,3.37
0,7,6,6,3,HEA,27.480717391304353,13.34,1.13
0,8,6,6,3,HEA,79.683075,13.490000000000002,4.66
0,9,6,6,3,HEA,37.2832705882353,14.57,4.8
0,0,7,6,3,HEA,37.38161875000001,18.0,5.07
0,1,7,6,3,HEA,37.480349999999994,17.990000000000002,1.82
0,2,7,6,3,HEA,42.77878571428573,18.04,1.8399999999999999
0,3,7,6,3,HEA,28.41628095238097,17.98,5.09
0,4,7,6,3,HEA,119.69747999999996,18.080000000000002,5.01
0,5,7,6,3,HEA,31.58423684210528,17.93,1.78
0,6,7,6,3,HEA,32.935494444444444,18.05,1.83
0,7,7,6,3,HEA,25.89455652173913,18.13,5.09
0,8,7,6,3,HEA,75.81414999999998,17.96,1.7999999999999998
0,9,7,6,3,HEA,35.10183529411765,18.14,1.82
0,0,8,6,3,HEA,40.998868749999986,9.93,6.01
0,1,8,6,3,HEA,41.161449999999995,9.93,0.04
0,2,8,6,3,HEA,44.69464285714288,15.620000000000001,6.38
0,3,8,6,3,HEA,34.855133333333335,5.36,0.9299999999999999
0,4,8,6,3,HEA,124.96105999999997,15.620000000000001,0.16
0,5,8,6,3,HEA,27.082157894736845,24.11,7.06
0,6,8,6,3,HEA,40.50317777777778,5.36,2.52
0,7,8,6,3,HEA,31.092065217391312,9.06,4.31
0,8,8,6,3,HEA,78.96470000000004,15.620000000000001,6.38
0,9,8,6,3,HEA,31.89811176470586,16.720000000000002,2.55
0,0,9,6,3,HEA,41.818737499999976,10.93,2.82
0,1,9,6,3,HEA,41.84349999999998,19.439999999999998,9.229999999999999
0,2,9,6,3,HEA,47.880999999999986,10.93,2.32
0,3,9,6,3,HEA,31.796923809523815,10.93,2.82
0,4,9,6,3,HEA,133.22743999999997,19.439999999999998,0.43
0,5,9,6,3,HEA,34.671963157894744,9.17,2.09
0,6,9,6,3,HEA,36.91474444444444,10.93,2.32
0,7,9,6,3,HEA,28.888973913043465,19.439999999999998,0.43
0,8,9,6,3,HEA,83.20266250000002,9.17,2.09
0,9,9,6,3,HEA,39.25121176470589,10.93,2.32
0,0,10,6,3,HEA,41.99784999999998,12.9,1.35
0,1,10,6,3,HEA,44.77672500000002,8.07,1.66
0,2,10,6,3,HEA,44.21308571428572,19.82,6.54
0,3,10,6,3,HEA,29.357895238095246,19.82,3.29
0,4,10,6,3,HEA,123.23524,19.82,3.29
0,5,10,6,3,HEA,37.65962631578947,8.07,1.66
0,6,10,6,3,HEA,39.46322777777778,8.07,1.66
0,7,10,6,3,HEA,30.93208695652174,8.07,1.71
0,8,10,6,3,HEA,84.82339999999996,11.26,1.4500000000000002
0,9,10,6,3,HEA,36.26022352941177,19.82,6.54
1,0,5,15,8,penalty,71.44643749999987,1.0499999999999998,0.06999999999999999
1,1,5,15,8,penalty,90.98163888888872,1.42,0
1,2,5,15,8,penalty,144.01420526315803,0.04,0
1,3,5,15,8,penalty,52.111888571428615,0.52,0
1,4,5,15,8,penalty,65.7268999999999,0.67,0.01
1,5,5,15,8,penalty,63.58849285714279,0.08,0.06
1,6,5,15,8,penalty,99.4328066666669,2.3199999999999994,1.92
1,7,5,15,8,penalty,102.01257647058821,0.45000000000000007,0
1,8,5,15,8,penalty,93.09307307692305,1.25,0.02
1,9,5,15,8,penalty,146.6047071428571,0.16999999999999998,0.16999999999999998
1,0,6,15,8,penalty,91.29838333333316,0.13,0
1,1,6,15,8,penalty,91.79691666666673,0.4,0.05
1,2,6,15,8,penalty,127.76667368421089,0.17,0.08
1,3,6,15,8,penalty,62.00117714285717,0.15,0
1,4,6,15,8,penalty,49.00789285714278,0.6200000000000001,0.04
1,5,6,15,8,penalty,76.67042142857154,0.4,0.02
1,6,6,15,8,penalty,119.53035333333334,1.3399999999999999,0
1,7,6,15,8,penalty,93.44161176470593,3.840000000000001,0.06
1,8,6,15,8,penalty,113.58321923076917,0.27,0
1,9,6,15,8,penalty,104.87385000000005,0.35,0.01
1,0,7,15,8,penalty,90.98039583333336,0.3399999999999999,0
1,1,7,15,8,penalty,79.50679444444444,2.73,0
1,2,7,15,8,penalty,58.66692631578941,1.28,0.67
1,3,7,15,8,penalty,45.409988571428606,4.500000000000001,0
1,4,7,15,8,penalty,79.39903928571434,0.13,0
1,5,7,15,8,penalty,86.96190000000003,0.26,0.02
1,6,7,15,8,penalty,117.1911133333336,0.8799999999999999,0.03
1,7,7,15,8,penalty,134.1350411764707,0.4099999999999999,0.13999999999999999
1,8,7,15,8,penalty,68.59327692307693,0.7899999999999999,0.01
1,9,7,15,8,penalty,109.22164285714298,1.0,0
1,0,8,15,8,penalty,115.71194583333317,0.08000000000000002,0.01
1,1,8,15,8,penalty,85.43542222222203,3.0499999999999994,2.35
1,2,8,15,8,penalty,146.07851052631665,0.09,0
1,3,8,15,8,penalty,73.53399142857099,0.29,0
1,4,8,15,8,penalty,66.15458214285715,0.97,0.37
1,5,8,15,8,penalty,103.47076428571458,0.22,0
1,6,8,15,8,penalty,135.80392666666705,0.37999999999999995,0.02
1,7,8,15,8,penalty,109.32373529411751,1.8199999999999998,1.47
1,8,8,15,8,penalty,48.35717307692308,4.6400000000000015,0.01
1,9,8,15,8,penalty,105.21222142857144,3.3900000000000015,1.9900000000000002
1,0,9,15,8,penalty,61.609533333333424,8.06,0.02
1,1,9,15,8,penalty,134.47295555555544,0.2,0
1,2,9,15,8,penalty,101.47827894736832,0.67,0.08
1,3,9,15,8,penalty,66.59740285714275,0.3799999999999999,0
1,4,9,15,8,penalty,67.98716071428554,0.68,0.02
1,5,9,15,8,penalty,87.17919285714298,0.23999999999999988,0.06
1,6,9,15,8,penalty,197.7130266666664,0.06999999999999999,0
1,7,9,15,8,penalty,135.43812352941137,0.27999999999999997,0
1,8,9,15,8,penalty,117.01251538461548,0.2,0
1,9,9,15,8,penalty,220.62951428571432,0.04,0
1,0,10,15,8,penalty,126.12155416666673,0.18000000000000002,0.01
1,1,10,15,8,penalty,133.68274444444467,0.79,0.02
1,2,10,15,8,penalty,143.4745368421064,0.15,0
1,3,10,15,8,penalty,89.52248571428552,0.17000000000000004,0
1,4,10,15,8,penalty,110.2367250000001,0.10000000000000002,0.01
1,5,10,15,8,penalty,112.38813214285724,0.07,0
1,6,10,15,8,penalty,199.7019333333332,0.15000000000000002,0
1,7,10,15,8,penalty,157.71321764705786,0.22,0.02
1,8,10,15,8,penalty,105.31043076923063,0.18000000000000005,0
1,9,10,15,8,penalty,124.81942857142886,0.9100000000000003,0.04
1,0,5,15,8,cyclic,64.11242916666666,2.18,0.01
1,1,5,15,8,cyclic,74.24058888888902,1.4099999999999997,0.02
1,2,5,15,8,cyclic,62.188221052631455,11.82,0
1,3,5,15,8,cyclic,42.90111714285714,2.74,0.19
1,4,5,15,8,cyclic,50.92863571428573,2.2200000000000006,0.44
1,5,5,15,8,cyclic,52.29131428571413,4.2700000000000005,0.11
1,6,5,15,8,cyclic,106.11805333333382,1.2899999999999996,0.16999999999999998
1,7,5,15,8,cyclic,87.63898235294113,4.16,0.1
1,8,5,15,8,cyclic,58.57476923076927,2.709999999999999,0.36
1,9,5,15,8,cyclic,102.6222428571426,0.71,0.01
1,0,6,15,8,cyclic,51.629883333333304,8.150000000000004,0.26999999999999996
1,1,6,15,8,cyclic,61.40962777777789,2.849999999999999,0.76
1,2,6,15,8,cyclic,86.09941578947353,4.2,0.33999999999999997
1,3,6,15,8,cyclic,47.561780000000034,0.9399999999999998,0.03
1,4,6,15,8,cyclic,53.967642857142586,1.2300000000000002,0.13999999999999999
1,5,6,15,8,cyclic,41.62175714285711,5.3500000000000005,0.27999999999999997
1,6,6,15,8,cyclic,62.24091333333334,17.58,3.42
1,7,6,15,8,cyclic,54.73805294117656,12.420000000000003,0.1
1,8,6,15,8,cyclic,65.17339999999987,1.2400000000000002,0
1,9,6,15,8,cyclic,80.27705714285683,3.220000000000002,0.7100000000000001
1,0,7,15,8,cyclic,47.75583333333333,2.07,0.48
1,1,7,15,8,cyclic,36.32214999999998,20.63,0.8699999999999999
1,2,7,15,8,cyclic,79.92998947368412,1.2799999999999998,0.18
1,3,7,15,8,cyclic,32.113868571428654,0.9599999999999995,0.24
1,4,7,15,8,cyclic,52.85109642857132,1.0,0.13999999999999999
1,5,7,15,8,cyclic,66.5042892857143,1.38,0.13999999999999999
1,6,7,15,8,cyclic,116.93687333333345,1.23,0.03
1,7,7,15,8,cyclic,87.0128588235295,1.83,0.06999999999999999
1,8,7,15,8,cyclic,37.30927692307698,16.939999999999998,0
1,9,7,15,8,cyclic,78.97309285714282,11.340000000000002,7.07
1,0,8,15,8,cyclic,58.5358374999999,0.8799999999999996,0.01
1,1,8,15,8,cyclic,65.52698888888902,7.270000000000001,2.68
1,2,8,15,8,cyclic,78.62803157894734,1.6899999999999995,0.09
1,3,8,15,8,cyclic,49.214419999999926,0.83,0.02
1,4,8,15,8,cyclic,36.69978571428569,4.900000000000001,0.03
1,5,8,15,8,cyclic,59.83007857142834,1.97,0.05
1,6,8,15,8,cyclic,101.40645333333343,1.7899999999999991,0
1,7,8,15,8,cyclic,95.1943705882352,1.21,0.08
1,8,8,15,8,cyclic,65.57605384615385,0.88,0.02
1,9,8,15,8,cyclic,74.46599285714264,7.730000000000002,1.42
1,0,9,15,8,cyclic,68.32632916666684,0.5700000000000001,0.060000000000000005
1,1,9,15,8,cyclic,81.36686111111112,1.3499999999999996,0.04
1,2,9,15,8,cyclic,85.01135263157902,1.4,0.27
1,3,9,15,8,cyclic,46.487879999999976,1.0999999999999999,0.01
1,4,9,15,8,cyclic,65.09037857142857,0.72,0.02
1,5,9,15,8,cyclic,60.20597857142854,2.1599999999999997,0.37
1,6,9,15,8,cyclic,84.28373999999987,3.52,1.41
1,7,9,15,8,cyclic,113.40822941176431,0.7500000000000001,0.03
1,8,9,15,8,cyclic,72.37678846153852,0.9499999999999996,0
1,9,9,15,8,cyclic,106.88535714285698,1.9999999999999998,0.04
1,0,10,15,8,cyclic,71.0354666666668,1.5499999999999994,0.09
1,1,10,15,8,cyclic,104.39374999999973,0.8100000000000002,0.08
1,2,10,15,8,cyclic,89.85376842105241,1.25,0
1,3,10,15,8,cyclic,51.567402857143,0.6900000000000001,0.08
1,4,10,15,8,cyclic,65.61616428571433,0.7800000000000002,0.05
1,5,10,15,8,cyclic,58.95362857142853,2.35,0.01
1,6,10,15,8,cyclic,120.37500666666652,0.67,0.04
1,7,10,15,8,cyclic,94.54632941176465,1.1900000000000002,0
1,8,10,15,8,cyclic,63.54068846153836,0.79,0.01
1,9,10,15,8,cyclic,99.27065714285702,2.02,0.04
1,0,5,15,8,HEA,129.65492500000022,0.07,0
1,1,5,15,8,HEA,173.18056666666735,0.07,0
1,2,5,15,8,HEA,164.70830526315774,0.07,0
1,3,5,15,8,HEA,89.23001999999994,0.07,0
1,4,5,15,8,HEA,111.37923571428634,0.07,0
1,5,5,15,8,HEA,111.34272142857101,0.07,0
1,6,5,15,8,HEA,207.94715999999914,0.07,0
1,7,5,15,8,HEA,184.21155882352843,0.07,0
1,8,5,15,8,HEA,120.21813461538424,0.07,0
1,9,5,15,8,HEA,222.64892142857275,0.07,0.01
1,0,6,15,8,HEA,129.6558416666664,0.02,0
1,1,6,15,8,HEA,173.18150555555556,0.02,0
1,2,6,15,8,HEA,164.71576842105299,0.02,0
1,3,6,15,8,HEA,89.3324257142857,0.1,0
1,4,6,15,8,HEA,111.37425714285743,0.02,0
1,5,6,15,8,HEA,111.34575357142862,0.02,0
1,6,6,15,8,HEA,210.42262666666645,0.04,0
1,7,6,15,8,HEA,186.40559411764727,0.04,0
1,8,6,15,8,HEA,121.65380384615385,0.04,0
1,9,6,15,8,HEA,225.31011428571392,0.04,0
1,0,7,15,8,HEA,130.69340000000022,0.13,0.02
1,1,7,15,8,HEA,174.559777777779,0.13,0.01
1,2,7,15,8,HEA,168.53978947368444,0.1,0.02
1,3,7,15,8,HEA,91.31381999999965,0.1,0.02
1,4,7,15,8,HEA,113.97939642857091,0.1,0.03
1,5,7,15,8,HEA,113.93866785714322,0.1,0.02
1,6,7,15,8,HEA,209.60677333333248,0.13,0.01
1,7,7,15,8,HEA,185.661352941176,0.13,0.01
1,8,7,15,8,HEA,123.02111153846175,0.1,0.03
1,9,7,15,8,HEA,227.84298571428684,0.1,0.01
1,0,8,15,8,HEA,131.57644999999937,0.02,0
1,1,8,15,8,HEA,175.7409055555557,0.02,0
1,2,8,15,8,HEA,165.4646000000005,0.07,0
1,3,8,15,8,HEA,89.63835714285716,0.07,0
1,4,8,15,8,HEA,111.88461428571445,0.07,0
1,5,8,15,8,HEA,112.8343607142855,0.09000000000000002,0.01
1,6,8,15,8,HEA,208.90274666666662,0.07,0
1,7,8,15,8,HEA,185.29698823529355,0.08000000000000002,0.01
1,8,8,15,8,HEA,120.93200384615383,0.08000000000000002,0.01
1,9,8,15,8,HEA,225.63569285714362,0.09000000000000002,0
1,0,9,15,8,HEA,131.0094000000001,0.04,0
1,1,9,15,8,HEA,174.97743888888925,0.04,0
1,2,9,15,8,HEA,167.3815368421052,0.05,0
1,3,9,15,8,HEA,90.68514285714245,0.05,0
1,4,9,15,8,HEA,113.1982178571428,0.05,0
1,5,9,15,8,HEA,113.15795714285728,0.05,0
1,6,9,15,8,HEA,211.00600000000014,0.08000000000000002,0.01
1,7,9,15,8,HEA,186.9244882352935,0.08000000000000002,0
1,8,9,15,8,HEA,122.09338076923078,0.1,0
1,9,9,15,8,HEA,226.1228857142863,0.1,0.01
1,0,10,15,8,HEA,130.73424166666686,0.08000000000000002,0
1,1,10,15,8,HEA,175.95051111111093,0.09000000000000002,0
1,2,10,15,8,HEA,167.01431578947472,0.030000000000000002,0
1,3,10,15,8,HEA,90.48003714285694,0.030000000000000002,0
1,4,10,15,8,HEA,112.29558928571416,0.08000000000000002,0.01
1,5,10,15,8,HEA,113.12428214285764,0.09000000000000002,0
1,6,10,15,8,HEA,210.36021333333318,0.09000000000000001,0
1,7,10,15,8,HEA,186.35518823529392,0.09000000000000001,0.02
1,8,10,15,8,HEA,121.2093730769226,0.08000000000000002,0.01
1,9,10,15,8,HEA,224.48689999999962,0.08000000000000002,0
2,0,5,21,12,penalty,122.16732424242427,0.02,0
2,1,5,21,12,penalty,262.86813846153666,0.01,0
2,2,5,21,12,penalty,157.4207809523804,0.02,0
2,3,5,21,12,penalty,80.5305324324327,0.01,0
2,4,5,21,12,penalty,190.6103894736838,0.02,0
2,5,5,21,12,penalty,88.82231176470547,0.09000000000000001,0
2,6,5,21,12,penalty,107.3105939393944,0,0
2,7,5,21,12,penalty,91.86160333333311,0.09000000000000002,0.01
2,8,5,21,12,penalty,125.1905499999993,0.01,0
2,9,5,21,12,penalty,46.76508636363621,0.1,0
2,0,6,21,12,penalty,67.58783939393932,0.05,0
2,1,6,21,12,penalty,235.11449230769136,0.01,0
2,2,6,21,12,penalty,127.53991428571416,0.2,0.02
2,3,6,21,12,penalty,84.30074864864896,0.15000000000000002,0
2,4,6,21,12,penalty,168.3067631578945,0.05,0
2,5,6,21,12,penalty,104.79846764705913,0.05,0
2,6,6,21,12,penalty,68.33138787878784,0.11000000000000003,0.02
2,7,6,21,12,penalty,75.41514666666694,0.31,0.15
2,8,6,21,12,penalty,88.90901428571419,0.22,0
2,9,6,21,12,penalty,85.2113204545454,0,0
2,0,7,21,12,penalty,82.34181212121177,0,0
2,1,7,21,12,penalty,213.7089538461541,0,0
2,2,7,21,12,penalty,119.2281952380946,0.2,0
2,3,7,21,12,penalty,66.80959189189203,1.5,0
2,4,7,21,12,penalty,153.17550526315787,0.12000000000000004,0
2,5,7,21,12,penalty,91.20006176470623,0.030000000000000002,0
2,6,7,21,12,penalty,96.31779696969699,0.02,0
2,7,7,21,12,penalty,76.11961333333377,0.09000000000000001,0.01
2,8,7,21,12,penalty,145.43864999999943,0,0
2,9,7,21,12,penalty,61.646272727272596,0.060000000000000005,0
2,0,8,21,12,penalty,86.40979999999998,0,0
2,1,8,21,12,penalty,216.78006923076885,0.05,0.01
2,2,8,21,12,penalty,154.47334761904682,0.13,0
2,3,8,21,12,penalty,85.21958918918918,0.039999999999999994,0.03
2,4,8,21,12,penalty,189.75805263157955,0,0
2,5,8,21,12,penalty,108.3265499999996,0.01,0
2,6,8,21,12,penalty,114.67864545454543,0.030000000000000002,0
2,7,8,21,12,penalty,106.59966333333347,0.01,0
2,8,8,21,12,penalty,132.17739285714313,0.02,0
2,9,8,21,12,penalty,65.84626590909065,0,0
2,0,9,21,12,penalty,133.99126363636336,0,0
2,1,9,21,12,penalty,254.03859999999867,0.060000000000000005,0
2,2,9,21,12,penalty,153.10343333333398,0.04,0
2,3,9,21,12,penalty,61.946581081081,0.060000000000000005,0
2,4,9,21,12,penalty,136.07923157894695,0.01,0
2,5,9,21,12,penalty,78.87322352941213,0.4300000000000001,0
2,6,9,21,12,penalty,78.9248000000002,0.2,0
2,7,9,21,12,penalty,158.05509000000077,0,0
2,8,9,21,12,penalty,114.94671428571398,0.060000000000000005,0
2,9,9,21,12,penalty,74.00154772727272,0.04,0
2,0,10,21,12,penalty,85.45332121212087,0.24999999999999997,0
2,1,10,21,12,penalty,328.19361538461584,0.01,0
2,2,10,21,12,penalty,139.59010476190528,0.11,0
2,3,10,21,12,penalty,78.94401621621596,0.039999999999999994,0
2,4,10,21,12,penalty,157.5658999999997,0.030000000000000002,0.01
2,5,10,21,12,penalty,134.51405882353015,0,0
2,6,10,21,12,penalty,81.54753939393922,0.33999999999999997,0
2,7,10,21,12,penalty,105.35194666666656,0.01,0
2,8,10,21,12,penalty,135.116360714286,0,0
2,9,10,21,12,penalty,102.62680681818178,0,0
2,0,5,21,12,cyclic,55.469703030303165,1.5399999999999996,0
2,1,5,21,12,cyclic,163.6693692307686,0.21,0.05
2,2,5,21,12,cyclic,133.77844761904848,0.05,0
2,3,5,21,12,cyclic,45.24615135135148,13.460000000000003,0
2,4,5,21,12,cyclic,115.74582105263129,3.420000000000001,0
2,5,5,21,12,cyclic,78.96109999999997,0.18000000000000005,0
2,6,5,21,12,cyclic,68.73333636363675,0.66,0
2,7,5,21,12,cyclic,67.5759833333335,26.369999999999994,0
2,8,5,21,12,cyclic,72.78473571428542,2.7199999999999993,0.22999999999999998
2,9,5,21,12,cyclic,40.447284090908994,0.77,0.37
2,0,6,21,12,cyclic,76.20235454545436,0.49000000000000016,0.01
2,1,6,21,12,cyclic,155.5082461538453,0.51,0
2,2,6,21,12,cyclic,84.52371904761942,3.0699999999999994,0
2,3,6,21,12,cyclic,31.532578378378343,8.19,0
2,4,6,21,12,cyclic,90.98854736842054,0.9599999999999997,0
2,5,6,21,12,cyclic,66.04826176470615,0.35999999999999993,0
2,6,6,21,12,cyclic,45.487578787878775,0.4500000000000001,0
